playerID,full_name,role,era_label,ovr_3y,rarity_3y,str_val_3y,ctl_val_3y,grt_val_3y,mov_val_3y,sta_val_3y,ovr_7y,rarity_7y,str_val_7y,ctl_val_7y,grt_val_7y,mov_val_7y,sta_val_7y,ovr_diff,str_diff,ctl_diff,grt_diff,mov_diff,sta_diff
brogler01,Ernie Broglio,SP,Expansion (1961-1976),74.8,Rare,55.5,35.4,78.3,41.4,93.7,64.4,Uncommon,53.3,36.0,59.9,27.9,80.5,10.399999999999991,2.200000000000003,-0.6000000000000014,18.4,13.5,13.200000000000003
brosnji01,Jim Brosnan,RP,Integration (1942-1960),69.4,Uncommon,61.5,50.4,66.9,55.8,43.4,68.9,Uncommon,69.5,55.7,59.8,41.6,49.2,0.5,-8.0,-5.300000000000004,7.1000000000000085,14.199999999999996,-5.800000000000004
brothre01,Rex Brothers,RP,Efficiency Era (2006-2015),62.7,Uncommon,86.5,18.0,59.6,57.5,29.3,60.3,Uncommon,88.8,12.1,71.2,47.4,21.9,2.4000000000000057,-2.299999999999997,5.9,-11.600000000000001,10.100000000000001,7.400000000000002
broweji01,Jim Brower,RP,Steroid Era (1994-2005),59.8,Common,45.4,39.3,50.6,52.4,51.0,57.4,Common,46.9,39.3,39.5,33.8,39.3,2.3999999999999986,-1.5,0.0,11.100000000000001,18.6,11.700000000000003
brownba02,Barney Brown,SP,Integration (1942-1960),76.2,Rare,54.7,77.3,41.1,81.1,57.3,80.8,Epic,59.2,74.4,34.8,84.9,81.8,-4.599999999999994,-4.5,2.8999999999999915,6.300000000000004,-3.8000000000000114,-24.5
brownbu01,Buster Brown,SP,Deadball (1901-1919),58.2,Common,26.2,23.1,43.4,55.4,62.8,59.3,Common,24.1,13.6,48.7,58.0,86.3,-1.0999999999999943,2.099999999999998,9.500000000000002,-5.300000000000004,-2.6000000000000014,-23.5
browncl01,Clint Brown,RP,Golden Era (1920-1941),62.5,Uncommon,22.7,82.5,25.5,47.4,72.1,61.8,Uncommon,13.4,88.3,21.8,56.4,67.4,0.7000000000000028,9.299999999999999,-5.799999999999997,3.6999999999999993,-9.0,4.699999999999989
brownda02,Dave Brown,SP,Golden Era (1920-1941),98.7,Legendary,92.5,67.1,125.0,112.3,72.3,98.3,Legendary,96.9,63.0,106.2,111.3,87.8,0.4000000000000057,-4.400000000000006,4.099999999999994,18.799999999999997,1.0,-15.5
brownha01,Hal Brown,SP,Integration (1942-1960),69.4,Uncommon,30.9,106.1,47.9,23.6,69.3,69.5,Uncommon,32.8,112.1,43.3,24.2,65.8,-0.09999999999999432,-1.8999999999999986,-6.0,4.600000000000001,-0.5999999999999979,3.5
brownhu01,Hunter Brown,SP,Modern Era (2016-Pres),76.9,Rare,77.2,55.5,67.0,57.0,58.1,73.4,Rare,75.1,58.2,59.3,45.5,59.3,3.5,2.1000000000000085,-2.700000000000003,7.700000000000003,11.5,-1.1999999999999957
brownja01,Jackie Brown,RP,Expansion (1961-1976),59.8,Common,46.1,57.4,5.0,59.3,69.8,57.7,Common,42.3,44.4,15.1,43.2,59.0,2.0999999999999943,3.8000000000000043,13.0,-10.1,16.099999999999994,10.799999999999997
brownje03,Jesse Brown,SP,Golden Era (1920-1941),58.1,Common,67.1,24.1,73.4,25.5,19.2,57.3,Common,63.3,29.1,61.0,17.7,25.4,0.8000000000000043,3.799999999999997,-5.0,12.400000000000006,7.800000000000001,-6.199999999999999
brownjo07,John Brown,RP,Integration (1942-1960),62.5,Uncommon,66.4,45.7,69.6,50.4,17.8,61.6,Uncommon,63.3,49.5,71.4,40.8,21.4,0.8999999999999986,3.1000000000000085,-3.799999999999997,-1.8000000000000114,9.600000000000001,-3.599999999999998
brownju01,Jumbo Brown,RP,Golden Era (1920-1941),68.6,Uncommon,61.7,44.9,72.2,56.9,39.1,64.3,Uncommon,64.5,36.2,66.1,61.5,29.1,4.299999999999997,-2.799999999999997,8.699999999999996,6.1000000000000085,-4.600000000000001,10.0
brownke01,Kevin Brown,SP,Steroid Era (1994-2005),98.2,Legendary,78.2,108.7,83.9,98.9,95.2,96.5,Legendary,73.0,98.9,79.9,101.5,95.4,1.7000000000000028,5.200000000000003,9.799999999999997,4.0,-2.5999999999999943,-0.20000000000000284
brownll01,Lloyd Brown,RP,Golden Era (1920-1941),67.7,Uncommon,20.3,60.4,34.4,73.3,82.9,60.3,Uncommon,15.0,58.7,28.7,61.8,76.9,7.400000000000006,5.300000000000001,1.6999999999999957,5.699999999999999,11.5,6.0
brownma01,Mace Brown,RP,Golden Era (1920-1941),70.8,Rare,38.9,56.0,35.8,83.2,70.2,64.6,Uncommon,38.6,49.1,48.6,70.7,51.6,6.200000000000003,0.29999999999999716,6.899999999999999,-12.800000000000004,12.5,18.6
brownmo01,Mordecai Brown,SP,Deadball (1901-1919),99.9,Legendary,49.4,102.9,117.8,120.4,109.9,98.1,Legendary,48.7,103.0,93.5,114.1,104.5,1.8000000000000114,0.6999999999999957,-0.09999999999999432,24.299999999999997,6.300000000000011,5.400000000000006
brownra99,Ray Brown,SP,Golden Era (1920-1941),85.7,Epic,61.2,75.7,88.8,91.2,47.8,92.6,Legendary,60.5,74.4,82.1,97.6,99.4,-6.8999999999999915,0.7000000000000028,1.2999999999999972,6.700000000000003,-6.3999999999999915,-51.60000000000001
brownto05,Tom Browning,SP,Big Hair Era (1977-1993),64.3,Uncommon,27.7,82.5,33.8,16.8,96.6,67.3,Uncommon,31.5,86.7,49.3,13.6,88.5,-3.0,-3.8000000000000007,-4.200000000000003,-15.5,3.200000000000001,8.099999999999994
broxtjo01,Jonathan Broxton,RP,Efficiency Era (2006-2015),81.3,Epic,103.8,47.3,83.2,64.7,39.1,82.8,Epic,95.4,52.8,81.9,82.3,34.5,-1.5,8.399999999999991,-5.5,1.2999999999999972,-17.599999999999994,4.600000000000001
brucebo01,Bob Bruce,SP,Expansion (1961-1976),80.3,Epic,55.7,92.6,23.6,74.6,85.2,69.3,Uncommon,57.7,69.4,31.5,56.6,62.5,11.0,-2.0,23.19999999999999,-7.899999999999999,17.999999999999993,22.700000000000003
brunebr01,Brian Bruney,RP,Efficiency Era (2006-2015),58.2,Common,53.6,22.6,67.8,46.5,21.3,57.6,Common,56.2,5.0,71.6,48.2,20.6,0.6000000000000014,-2.6000000000000014,17.6,-3.799999999999997,-1.7000000000000028,0.6999999999999993
brunege01,George Brunet,SP,Expansion (1961-1976),78.4,Rare,51.6,46.0,81.5,53.3,90.1,75.6,Rare,55.0,47.4,72.6,60.6,72.9,2.8000000000000114,-3.3999999999999986,-1.3999999999999986,8.900000000000006,-7.300000000000004,17.19999999999999
brusswa01,Warren Brusstar,RP,Big Hair Era (1977-1993),71.7,Rare,46.3,46.0,62.6,94.8,38.8,66.6,Uncommon,45.7,54.9,56.6,81.1,28.3,5.1000000000000085,0.5999999999999943,-8.899999999999999,6.0,13.700000000000003,10.499999999999996
brutoja01,Jack Bruton,RP,Golden Era (1920-1941),56.0,Common,65.0,49.0,23.7,15.2,22.5,58.5,Common,66.8,53.6,37.5,16.1,42.3,-2.5,-1.7999999999999972,-4.600000000000001,-13.8,-0.9000000000000021,-19.799999999999997
bryancl01,Clay Bryant,RP,Golden Era (1920-1941),78.9,Rare,65.1,8.6,76.7,104.8,69.7,70.6,Rare,64.5,18.0,68.8,87.2,44.7,8.300000000000011,0.5999999999999943,-9.4,7.900000000000006,17.599999999999994,25.0
bryanro01,Ron Bryant,RP,Expansion (1961-1976),63.7,Uncommon,35.2,38.6,51.3,46.9,83.1,59.2,Common,37.8,45.2,44.3,47.8,53.2,4.5,-2.5999999999999943,-6.600000000000001,7.0,-0.8999999999999986,29.89999999999999
bubickr01,Kris Bubic,SP,Modern Era (2016-Pres),59.8,Common,59.4,44.7,44.8,45.0,44.9,57.8,Common,57.0,41.5,25.6,41.3,39.3,2.0,2.3999999999999986,3.200000000000003,19.199999999999996,3.700000000000003,5.600000000000001
buchhcl01,Clay Buchholz,SP,Efficiency Era (2006-2015),80.4,Epic,51.1,57.9,82.5,82.0,58.7,75.9,Rare,53.4,64.5,71.4,73.1,47.5,4.5,-2.299999999999997,-6.600000000000001,11.099999999999994,8.900000000000006,11.200000000000003
buchtry01,Ryan Buchter,RP,Modern Era (2016-Pres),61.7,Uncommon,57.0,34.6,84.9,46.7,23.6,59.1,Common,61.7,27.4,81.2,33.8,21.8,2.6000000000000014,-4.700000000000003,7.200000000000003,3.700000000000003,12.900000000000006,1.8000000000000007
buckega01,Garland Buckeye,RP,Golden Era (1920-1941),62.6,Uncommon,5.4,38.9,30.1,98.4,77.8,59.2,Common,14.8,45.6,30.2,84.2,53.9,3.3999999999999986,-9.4,-6.700000000000003,-0.09999999999999787,14.200000000000003,23.9
buehlwa01,Walker Buehler,SP,Modern Era (2016-Pres),89.7,Epic,85.0,83.2,87.9,54.4,78.2,76.2,Rare,71.7,71.7,74.4,41.8,51.7,13.5,13.299999999999997,11.5,13.5,12.600000000000001,26.5
buehrma01,Mark Buehrle,SP,Efficiency Era (2006-2015),65.3,Uncommon,19.7,93.2,30.8,29.4,88.3,71.1,Rare,24.2,100.1,30.0,40.8,90.3,-5.799999999999997,-4.5,-6.8999999999999915,0.8000000000000007,-11.399999999999999,-2.0
buffich01,Charlie Buffinton,SP,The Genesis Era (1871-1900),95.8,Legendary,70.7,89.5,71.6,85.6,125.0,93.8,Legendary,75.2,77.6,69.5,77.4,125.0,2.0,-4.5,11.900000000000006,2.0999999999999943,8.199999999999989,0.0
buhlbo01,Bob Buhl,SP,Integration (1942-1960),69.6,Uncommon,50.8,36.2,67.7,39.7,84.2,71.4,Rare,51.4,33.5,71.0,44.2,87.0,-1.8000000000000114,-0.6000000000000014,2.700000000000003,-3.299999999999997,-4.5,-2.799999999999997
bumgama01,Madison Bumgarner,SP,Modern Era (2016-Pres),90.5,Legendary,83.2,84.8,81.5,55.3,89.3,86.0,Epic,73.9,92.4,70.4,47.9,81.5,4.5,9.299999999999997,-7.6000000000000085,11.099999999999994,7.399999999999999,7.799999999999997
bummeaa01,Aaron Bummer,RP,Modern Era (2016-Pres),61.9,Uncommon,56.4,50.1,39.3,76.9,25.0,68.5,Uncommon,64.5,42.7,61.9,81.9,23.3,-6.600000000000001,-8.100000000000001,7.399999999999999,-22.6,-5.0,1.6999999999999993
bundydy01,Dylan Bundy,SP,Modern Era (2016-Pres),58.4,Common,63.3,52.4,27.1,5.0,66.8,58.4,Common,61.6,67.8,25.6,5.0,54.9,0.0,1.6999999999999957,-15.399999999999999,1.5,0.0,11.899999999999999
bunkewa01,Wally Bunker,SP,Expansion (1961-1976),70.9,Rare,26.8,70.6,66.8,32.8,87.4,63.8,Uncommon,30.0,72.6,67.0,28.8,56.8,7.1000000000000085,-3.1999999999999993,-2.0,-0.20000000000000284,3.9999999999999964,30.60000000000001
bunniji01,Jim Bunning,SP,Expansion (1961-1976),94.9,Legendary,89.7,99.1,74.1,63.5,108.4,91.6,Legendary,80.7,97.8,72.0,50.1,104.1,3.3000000000000114,9.0,1.2999999999999972,2.0999999999999943,13.399999999999999,4.300000000000011
burbada01,Dave Burba,SP,Steroid Era (1994-2005),59.6,Common,63.2,36.6,27.5,21.3,86.4,63.6,Uncommon,65.0,34.0,48.2,35.3,72.0,-4.0,-1.7999999999999972,2.6000000000000014,-20.700000000000003,-13.999999999999996,14.400000000000006
burdele01,Lew Burdette,SP,Integration (1942-1960),74.8,Rare,20.0,86.2,45.3,61.3,91.5,74.6,Rare,15.3,97.0,38.6,59.8,92.4,0.20000000000000284,4.699999999999999,-10.799999999999997,6.699999999999996,1.5,-0.9000000000000057
burgmto01,Tom Burgmeier,RP,Big Hair Era (1977-1993),72.8,Rare,30.6,76.4,56.9,83.6,46.6,73.0,Rare,29.2,82.8,61.3,76.0,46.0,-0.20000000000000284,1.4000000000000021,-6.3999999999999915,-4.399999999999999,7.599999999999994,0.6000000000000014
burkebo01,Bobby Burke,RP,Golden Era (1920-1941),64.3,Uncommon,19.4,38.5,63.5,74.9,60.9,66.9,Uncommon,27.6,42.0,65.0,84.7,48.6,-2.6000000000000085,-8.200000000000003,-3.5,-1.5,-9.799999999999997,12.299999999999997
burkebr01,Brock Burke,RP,Modern Era (2016-Pres),57.8,Common,46.7,57.2,42.0,30.8,28.4,58.0,Common,50.7,65.4,38.4,26.3,27.0,-0.20000000000000284,-4.0,-8.200000000000003,3.6000000000000014,4.5,1.3999999999999986
burkejo03,John Burkett,SP,Steroid Era (1994-2005),79.4,Rare,55.0,95.5,24.8,63.3,88.8,76.4,Rare,46.9,91.0,27.8,59.9,86.5,3.0,8.100000000000001,4.5,-3.0,3.3999999999999986,2.299999999999997
burketi01,Tim Burke,RP,Big Hair Era (1977-1993),80.0,Epic,54.5,69.0,92.1,67.1,47.5,75.3,Rare,54.3,69.7,71.3,65.9,45.5,4.700000000000003,0.20000000000000284,-0.7000000000000028,20.799999999999997,1.1999999999999886,2.0
burkhke01,Ken Burkhart,RP,Integration (1942-1960),62.1,Uncommon,18.8,63.6,32.4,79.7,54.1,59.5,Common,25.6,69.3,29.2,59.2,50.2,2.6000000000000014,-6.800000000000001,-5.699999999999996,3.1999999999999993,20.5,3.8999999999999986
burneaj01,A. J. Burnett,SP,Efficiency Era (2006-2015),79.7,Rare,80.7,28.4,66.7,66.1,86.9,80.9,Epic,80.7,47.0,61.3,62.3,83.9,-1.2000000000000028,0.0,-18.6,5.400000000000006,3.799999999999997,3.0
burneco01,Corbin Burnes,SP,Modern Era (2016-Pres),92.5,Legendary,100.4,75.0,97.4,58.5,81.5,88.9,Epic,88.1,75.0,98.5,61.9,60.5,3.5999999999999943,12.300000000000011,0.0,-1.0999999999999943,-3.3999999999999986,21.0
burnese01,Sean Burnett,RP,Efficiency Era (2006-2015),64.4,Uncommon,57.8,58.4,54.4,62.3,24.7,59.0,Common,41.0,56.3,49.4,54.1,24.2,5.400000000000006,16.799999999999997,2.1000000000000014,5.0,8.199999999999996,0.5
burnewa01,Wally Burnette,RP,Integration (1942-1960),58.4,Common,46.4,52.8,37.3,34.7,43.0,59.8,Common,49.0,57.6,47.1,39.1,45.7,-1.3999999999999986,-2.6000000000000014,-4.800000000000004,-9.800000000000004,-4.399999999999999,-2.700000000000003
burnsbr01,Britt Burns,SP,Big Hair Era (1977-1993),75.2,Rare,55.3,65.6,56.7,41.9,87.0,71.8,Rare,56.5,65.5,54.3,49.1,63.8,3.4000000000000057,-1.2000000000000028,0.09999999999999432,2.4000000000000057,-7.200000000000003,23.200000000000003
burnsto02,Todd Burns,RP,Big Hair Era (1977-1993),65.0,Uncommon,36.8,54.9,63.6,59.7,45.0,60.5,Uncommon,34.2,55.8,63.5,47.5,40.9,4.5,2.5999999999999943,-0.8999999999999986,0.10000000000000142,12.200000000000003,4.100000000000001
burrira01,Ray Burris,SP,Big Hair Era (1977-1993),59.8,Common,18.3,57.9,23.5,45.6,93.7,59.5,Common,28.5,63.2,23.4,36.1,81.4,0.29999999999999716,-10.2,-5.300000000000004,0.10000000000000142,9.5,12.299999999999997
burtoja01,Jared Burton,RP,Efficiency Era (2006-2015),64.4,Uncommon,55.6,45.4,72.1,57.2,27.3,65.0,Uncommon,54.0,52.2,67.4,61.2,25.5,-0.5999999999999943,1.6000000000000014,-6.800000000000004,4.699999999999989,-4.0,1.8000000000000007
busbyst01,Steve Busby,SP,Expansion (1961-1976),76.8,Rare,56.9,52.2,29.8,75.2,100.3,68.5,Uncommon,50.0,42.1,45.6,69.4,67.4,8.299999999999997,6.899999999999999,10.100000000000001,-15.8,5.799999999999997,32.89999999999999
bushda01,Dave Bush,SP,Efficiency Era (2006-2015),64.2,Uncommon,40.1,88.1,43.0,12.0,73.7,58.8,Common,36.2,93.4,26.4,8.0,56.9,5.400000000000006,3.8999999999999986,-5.300000000000011,16.6,4.0,16.800000000000004
bushgu01,Guy Bush,SP,Golden Era (1920-1941),77.4,Rare,14.3,61.6,55.2,100.2,85.9,71.2,Rare,18.5,65.4,43.9,69.1,89.4,6.200000000000003,-4.199999999999999,-3.8000000000000043,11.300000000000004,31.10000000000001,-3.5
bushjo01,Bullet Joe Bush,SP,Golden Era (1920-1941),85.1,Epic,47.9,27.3,76.3,107.4,102.2,85.1,Epic,44.4,35.9,76.4,104.3,99.8,0.0,3.5,-8.599999999999998,-0.10000000000000853,3.1000000000000085,2.4000000000000057
bushma01,Matt Bush,RP,Modern Era (2016-Pres),58.3,Common,50.6,50.8,37.3,50.2,24.1,58.5,Common,58.1,56.0,54.7,26.0,22.4,-0.20000000000000284,-7.5,-5.200000000000003,-17.400000000000006,24.200000000000003,1.7000000000000028
busketo01,Tom Buskey,RP,Expansion (1961-1976),56.6,Common,22.7,51.6,41.0,28.5,41.3,55.8,Common,23.8,57.1,39.2,19.1,33.0,0.8000000000000043,-1.1000000000000014,-5.5,1.7999999999999972,9.399999999999999,8.299999999999997
butchjo01,John Butcher,SP,Big Hair Era (1977-1993),59.5,Common,19.7,73.0,19.5,62.2,58.1,57.6,Common,19.2,79.5,5.0,41.7,55.6,1.8999999999999986,0.5,-6.5,14.5,20.5,2.5
butchma01,Max Butcher,SP,Integration (1942-1960),71.9,Rare,5.0,81.4,16.9,98.8,87.7,69.3,Uncommon,5.0,75.6,25.6,91.0,80.5,2.6000000000000085,0.0,5.800000000000011,-8.700000000000003,7.799999999999997,7.200000000000003
buzhajo01,John Buzhardt,SP,Expansion (1961-1976),59.5,Common,16.1,64.2,37.3,37.6,78.4,68.4,Uncommon,26.2,72.1,53.0,58.4,64.3,-8.900000000000006,-10.099999999999998,-7.8999999999999915,-15.700000000000003,-20.799999999999997,14.100000000000009
byerlbu01,Bud Byerly,RP,Integration (1942-1960),58.8,Common,40.5,69.6,39.8,36.1,35.4,59.1,Common,37.7,67.6,52.8,44.9,23.4,-0.30000000000000426,2.799999999999997,2.0,-13.0,-8.799999999999997,12.0
byrdati01,Tim Byrdak,RP,Efficiency Era (2006-2015),55.8,Common,50.8,17.0,65.0,12.5,25.9,57.6,Common,64.4,13.2,65.2,36.0,22.6,-1.8000000000000043,-13.600000000000009,3.8000000000000007,-0.20000000000000284,-23.5,3.299999999999997
byrdbi01,Bill Byrd,SP,Integration (1942-1960),80.8,Epic,80.4,79.4,32.4,99.2,43.3,94.8,Legendary,70.8,98.5,54.8,117.8,91.7,-14.0,9.600000000000009,-19.099999999999994,-22.4,-18.599999999999994,-48.400000000000006
byrdha01,Harry Byrd,RP,Integration (1942-1960),59.4,Common,39.4,43.4,26.4,58.9,64.0,57.3,Common,40.8,40.2,18.1,42.3,55.3,2.1000000000000014,-1.3999999999999986,3.1999999999999957,8.299999999999997,16.6,8.700000000000003
byrdpa01,Paul Byrd,SP,Steroid Era (1994-2005),61.2,Uncommon,24.9,108.7,25.7,19.4,66.0,59.1,Common,20.8,103.4,17.4,10.7,74.6,2.1000000000000014,4.099999999999998,5.299999999999997,8.3,8.7,-8.599999999999994
byrneto01,Tommy Byrne,SP,Integration (1942-1960),80.3,Epic,77.8,5.0,125.0,69.2,54.8,71.5,Rare,61.6,5.0,95.3,61.2,64.4,8.799999999999997,16.199999999999996,0.0,29.700000000000003,8.0,-9.600000000000009
cabreda01,Daniel Cabrera,SP,Efficiency Era (2006-2015),60.4,Uncommon,62.2,5.0,47.0,58.4,68.9,57.6,Common,48.5,6.1,34.2,46.5,67.0,2.799999999999997,13.700000000000003,-1.0999999999999996,12.799999999999997,11.899999999999999,1.9000000000000057
cabreed02,Edward Cabrera,SP,Modern Era (2016-Pres),62.0,Uncommon,76.2,18.9,70.2,33.4,49.2,59.8,Common,73.2,19.1,72.4,30.6,42.4,2.200000000000003,3.0,-0.20000000000000284,-2.200000000000003,2.799999999999997,6.800000000000004
cabrege01,Genesis Cabrera,RP,Modern Era (2016-Pres),58.5,Common,53.8,29.5,53.1,57.5,23.4,56.4,Common,53.4,24.6,52.5,27.4,24.1,2.1000000000000014,0.3999999999999986,4.899999999999999,0.6000000000000014,30.1,-0.7000000000000028
cadargr01,Greg Cadaret,RP,Steroid Era (1994-2005),64.4,Uncommon,61.6,28.6,55.2,78.9,33.5,58.3,Common,69.4,5.0,43.6,55.4,39.4,6.1000000000000085,-7.800000000000004,23.6,11.600000000000001,23.500000000000007,-5.899999999999999
cadorle01,Leon Cadore,SP,Golden Era (1920-1941),92.0,Legendary,28.9,96.5,64.9,119.0,98.7,80.9,Epic,27.0,92.3,50.9,86.9,78.1,11.099999999999994,1.8999999999999986,4.200000000000003,14.000000000000007,32.099999999999994,20.60000000000001
cahiltr01,Trevor Cahill,SP,Efficiency Era (2006-2015),69.9,Uncommon,42.0,48.7,48.2,55.5,85.4,65.7,Uncommon,41.8,45.6,53.7,50.8,71.2,4.200000000000003,0.20000000000000284,3.1000000000000014,-5.5,4.700000000000003,14.200000000000003
cainma01,Matt Cain,SP,Efficiency Era (2006-2015),75.2,Rare,60.1,42.5,57.2,58.4,88.3,84.5,Epic,62.1,61.4,79.3,66.0,88.6,-9.299999999999997,-2.0,-18.9,-22.099999999999994,-7.600000000000001,-0.29999999999999716
cainsu01,Sugar Cain,SP,Golden Era (1920-1941),54.1,Common,14.3,12.3,21.8,28.0,67.0,53.7,Common,14.2,5.0,16.0,36.7,64.4,0.3999999999999986,0.10000000000000142,7.300000000000001,5.800000000000001,-8.700000000000003,2.5999999999999943
caldwea01,Earl Caldwell,RP,Golden Era (1920-1941),61.4,Uncommon,50.4,35.1,85.0,44.8,30.3,55.4,Common,35.3,34.4,31.3,25.3,38.5,6.0,15.100000000000001,0.7000000000000028,53.7,19.499999999999996,-8.2
caldwmi01,Mike Caldwell,SP,Big Hair Era (1977-1993),76.2,Rare,13.7,94.4,38.9,69.2,95.1,68.5,Uncommon,10.8,92.0,35.7,52.6,83.3,7.700000000000003,2.8999999999999986,2.4000000000000057,3.1999999999999957,16.6,11.799999999999997
caldwra02,Ray Caldwell,SP,Deadball (1901-1919),81.4,Epic,51.4,54.5,67.9,65.6,99.0,78.5,Rare,54.2,49.8,69.1,60.1,89.9,2.9000000000000057,-2.8000000000000043,4.700000000000003,-1.1999999999999886,5.499999999999993,9.099999999999994
calerki01,Kiko Calero,RP,Efficiency Era (2006-2015),69.3,Uncommon,79.2,29.9,76.2,66.0,26.1,71.7,Rare,75.2,43.2,82.5,63.9,23.6,-2.4000000000000057,4.0,-13.300000000000004,-6.299999999999997,2.1000000000000014,2.5
calhole01,Lefty Calhoun,RP,Golden Era (1920-1941),72.5,Rare,91.5,63.7,67.5,48.7,21.3,71.8,Rare,82.6,48.4,66.5,62.1,29.6,0.7000000000000028,8.900000000000006,15.300000000000004,1.0,-13.399999999999999,-8.3
camacer01,Ernie Camacho,RP,Big Hair Era (1977-1993),59.1,Common,41.6,32.3,54.3,69.5,28.9,58.6,Common,42.9,34.6,50.8,69.2,21.2,0.5,-1.2999999999999972,-2.3000000000000043,3.5,0.29999999999999716,7.699999999999999
camniho01,Howie Camnitz,SP,Deadball (1901-1919),84.8,Epic,51.0,63.2,67.3,74.5,102.9,85.7,Epic,47.6,64.6,71.7,82.8,97.9,-0.9000000000000057,3.3999999999999986,-1.3999999999999915,-4.400000000000006,-8.299999999999997,5.0
campbbi02,Bill Campbell,RP,Expansion (1961-1976),73.6,Rare,65.9,34.9,61.1,71.3,65.1,69.6,Uncommon,62.6,42.1,60.0,62.7,51.2,4.0,3.3000000000000043,-7.200000000000003,1.1000000000000014,8.599999999999994,13.899999999999991
campbda02,Dave Campbell,RP,Big Hair Era (1977-1993),56.8,Common,41.6,25.7,47.9,30.9,41.9,58.5,Common,44.1,36.9,54.9,37.1,43.1,-1.7000000000000028,-2.5,-11.2,-7.0,-6.200000000000003,-1.2000000000000028
campri01,Rick Camp,RP,Big Hair Era (1977-1993),66.9,Uncommon,23.8,61.8,57.9,72.1,52.4,58.7,Common,19.9,60.7,28.0,57.3,53.9,8.200000000000003,3.900000000000002,1.0999999999999943,29.9,14.799999999999997,-1.5
campsh01,Shawn Camp,RP,Efficiency Era (2006-2015),58.7,Common,37.5,63.6,33.6,47.7,38.3,58.3,Common,36.7,73.9,16.5,52.3,34.1,0.4000000000000057,0.7999999999999972,-10.300000000000004,17.1,-4.599999999999994,4.199999999999996
candejo01,John Candelaria,SP,Big Hair Era (1977-1993),75.0,Rare,48.2,88.1,44.5,37.6,86.6,79.0,Rare,54.5,101.9,50.0,36.3,82.7,-4.0,-6.299999999999997,-13.800000000000011,-5.5,1.3000000000000043,3.8999999999999915
candimi01,Milo Candini,RP,Integration (1942-1960),66.5,Uncommon,37.1,49.7,60.4,82.6,36.3,59.7,Common,22.3,35.5,46.1,97.0,36.3,6.799999999999997,14.8,14.200000000000003,14.299999999999997,-14.400000000000006,0.0
candito01,Tom Candiotti,SP,Big Hair Era (1977-1993),76.9,Rare,55.2,72.8,44.0,74.2,68.6,82.9,Epic,59.2,69.1,59.9,71.7,87.6,-6.0,-4.0,3.700000000000003,-15.899999999999999,2.5,-19.0
cannigr01,Griffin Canning,SP,Modern Era (2016-Pres),58.4,Common,67.4,51.5,36.0,13.2,47.2,57.2,Common,59.8,48.7,34.2,5.8,46.9,1.1999999999999957,7.6000000000000085,2.799999999999997,1.7999999999999972,7.3999999999999995,0.30000000000000426
canoye01,Yennier Cano,RP,Modern Era (2016-Pres),59.5,Common,52.2,55.8,35.0,58.1,31.8,59.0,Common,51.0,51.4,36.8,58.3,27.3,0.5,1.2000000000000028,4.399999999999999,-1.7999999999999972,-0.19999999999999574,4.5
cantwbe01,Ben Cantwell,SP,Golden Era (1920-1941),70.9,Rare,11.4,81.7,55.4,69.8,66.1,66.3,Uncommon,5.0,87.7,40.8,53.8,78.3,4.6000000000000085,6.4,-6.0,14.600000000000001,16.0,-12.200000000000003
cappsma01,Matt Capps,RP,Efficiency Era (2006-2015),62.8,Uncommon,46.1,74.8,44.5,60.8,25.3,63.0,Uncommon,39.2,98.8,46.0,40.5,27.5,-0.20000000000000284,6.899999999999999,-24.0,-1.5,20.299999999999997,-2.1999999999999993
caprabu01,Buzz Capra,RP,Expansion (1961-1976),58.4,Common,48.3,27.1,54.6,18.9,66.0,57.9,Common,55.7,25.2,61.8,24.6,38.9,0.5,-7.400000000000006,1.9000000000000021,-7.199999999999996,-5.700000000000003,27.1
capuach01,Chris Capuano,SP,Efficiency Era (2006-2015),62.8,Uncommon,57.6,67.6,26.9,10.6,88.6,59.6,Common,58.9,69.7,31.3,10.1,65.8,3.1999999999999957,-1.2999999999999972,-2.1000000000000085,-4.400000000000002,0.5,22.799999999999997
cardwdo01,Don Cardwell,SP,Expansion (1961-1976),65.8,Uncommon,43.8,59.4,45.3,27.5,87.4,65.2,Uncommon,36.4,70.6,47.8,24.2,81.9,0.5999999999999943,7.399999999999999,-11.199999999999996,-2.5,3.3000000000000007,5.5
carlete01,Tex Carleton,SP,Golden Era (1920-1941),77.4,Rare,64.8,38.7,60.4,60.8,92.5,75.0,Rare,61.8,57.0,56.7,43.3,86.6,2.4000000000000057,3.0,-18.299999999999997,3.6999999999999957,17.5,5.900000000000006
carlsha01,Hal Carlson,SP,Golden Era (1920-1941),72.3,Rare,12.3,91.7,23.7,74.9,89.0,74.2,Rare,9.1,91.4,25.4,86.2,89.1,-1.9000000000000057,3.200000000000001,0.29999999999999716,-1.6999999999999993,-11.299999999999997,-0.09999999999999432
carltst01,Steve Carlton,SP,Big Hair Era (1977-1993),98.0,Legendary,100.1,67.7,98.6,89.1,107.1,96.5,Legendary,100.2,72.6,90.4,82.3,103.2,1.5,-0.10000000000000853,-4.8999999999999915,8.199999999999989,6.799999999999997,3.8999999999999915
