playerID,bbrefID,name,pos,sec_pos,era,peak_year,debut_year,last_year,team,franchise_name,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source
lopezjo01,lopezjo01,Jose Lopez,2B,3B,Efficiency Era (2006-2015),2009,2004,2012,SEA,Seattle Mariners,3841,1005,92,25.0,150,471.0,11,R,0.262,0.292,0.134,0.116,0.037,67.0,38.4,1.0,29.4,52.6,B-,D,F,D-,C-,37.7,Common,True,False,1,0,0,bbref_war
peraljh01,peraljh01,Jhonny Peralta,SS,3B,Efficiency Era (2006-2015),2010,2003,2017,CLE,Cleveland Indians,6599,1761,202,17.0,606,1450.0,16,R,0.267,0.329,0.156,0.198,0.083,53.6,51.0,40.3,9.1,33.4,C-,C-,D+,F,D,37.5,Common,True,False,3,0,0,bbref_war
suzukku01,suzukku01,Kurt Suzuki,C,,Efficiency Era (2006-2015),2014,2007,2022,OAK,Oakland Athletics,5563,1421,143,20.0,387,751.0,18,R,0.255,0.314,0.132,0.122,0.063,60.2,37.4,21.2,26.8,41.5,C+,D,D-,D-,D+,37.4,Common,True,False,1,0,0,bbref_war
montemi01,montemi01,Miguel Montero,C,,Efficiency Era (2006-2015),2012,2006,2018,ARI,Arizona Diamondbacks,3801,973,126,5.0,446,881.0,14,L,0.256,0.34,0.155,0.203,0.103,43.0,49.8,59.4,1.0,32.6,D+,D+,C,F,D,37.2,Common,True,False,2,0,0,bbref_war
bloomwi01,bloomwi01,Willie Bloomquist,CF,"2B,3B,RF,SS",Efficiency Era (2006-2015),2009,2002,2015,SEA,Seattle Mariners,2891,778,18,133.0,189,494.0,15,R,0.269,0.316,0.073,0.159,0.061,64.2,2.3,18.9,69.2,30.9,C+,F,F,B-,D,37.1,Common,False,False,0,0,0,bbref_war
descada01,descada01,Daniel Descalso,2B,"3B,SS",Efficiency Era (2006-2015),2014,2010,2019,SLN,St. Louis Cardinals,2519,593,48,26.0,303,600.0,10,L,0.235,0.32,0.127,0.209,0.106,23.6,33.9,62.2,34.9,29.6,D-,D,C+,D,D-,36.8,Common,False,False,0,0,0,bbref_war
betemwi01,betemwi01,Wilson Betemit,3B,"1B,SS",Efficiency Era (2006-2015),2008,2001,2013,ATL,Atlanta Braves,2093,558,75,9.0,211,612.0,14,B,0.267,0.332,0.175,0.263,0.091,39.2,62.1,47.7,14.4,20.0,D,C+,D+,F,D-,36.7,Common,False,False,0,0,0,bbref_war
valbulu01,valbulu01,Luis Valbuena,3B,"1B,2B",Efficiency Era (2006-2015),2013,2008,2018,CHN,Chicago Cubs,3148,710,114,11.0,374,788.0,11,L,0.226,0.31,0.168,0.221,0.105,12.4,57.3,61.5,10.0,41.7,F,C,C+,F,D+,36.6,Common,False,False,0,0,0,bbref_war
schnebr01,schnebr01,Brian Schneider,C,,Efficiency Era (2006-2015),2006,2000,2012,MON,Washington Nationals,3165,781,67,4.0,331,526.0,13,L,0.247,0.32,0.122,0.148,0.093,46.9,31.5,50.3,1.4,52.2,D+,D,C-,F,C-,36.5,Common,False,False,0,0,0,bbref_war
keppije01,keppije01,Jeff Keppinger,2B,"3B,SS",Efficiency Era (2006-2015),2010,2004,2013,HOU,Houston Astros,2882,814,45,12.0,199,214.0,10,R,0.282,0.329,0.102,0.069,0.064,95.7,19.9,21.8,20.1,21.0,S,F,D-,D-,D-,35.7,Common,False,False,0,0,0,bbref_war
torreyo01,torreyo01,Yorvit Torrealba,C,,Efficiency Era (2006-2015),2008,2001,2013,COL,Colorado Rockies,2875,737,56,19.0,222,544.0,16,R,0.256,0.315,0.123,0.173,0.071,49.9,32.6,28.4,23.3,44.3,D+,D,D-,D-,D+,35.7,Common,False,False,0,0,0,bbref_war
milesaa01,milesaa01,Aaron Miles,2B,"3B,SS",Efficiency Era (2006-2015),2007,2003,2011,SLN,St. Louis Cardinals,2827,793,19,30.0,162,294.0,9,B,0.281,0.32,0.072,0.097,0.054,87.7,2.0,12.0,34.9,41.4,A,F,F,D,D+,35.6,Common,False,False,0,0,0,bbref_war
wiggity01,wiggity01,Ty Wigginton,3B,"1B,2B,RF",Efficiency Era (2006-2015),2007,2002,2013,NYN,New York Mets,4479,1170,169,42.0,371,891.0,14,R,0.261,0.323,0.174,0.18,0.075,52.6,60.8,32.7,28.7,2.7,C-,C+,D,D-,F,35.5,Common,True,False,1,0,0,bbref_war
gonzaal02,gonzaal02,Alex Gonzalez,SS,,Efficiency Era (2006-2015),2006,1998,2014,FLO,Florida Marlins,5776,1418,157,30.0,300,1168.0,18,R,0.245,0.29,0.15,0.188,0.048,37.0,47.5,7.0,30.2,55.4,D,D+,F,D,C,35.4,Common,True,False,1,0,0,bbref_war
lairdge01,lairdge01,Gerald Laird,C,,Efficiency Era (2006-2015),2009,2003,2015,TEX,Texas Rangers,2452,597,38,21.0,193,494.0,13,R,0.243,0.305,0.11,0.183,0.072,36.5,25.0,29.3,34.1,51.7,D,D-,D-,D,C-,35.3,Common,False,False,0,0,0,bbref_war
escobal02,escobal02,Alcides Escobar,SS,,Efficiency Era (2006-2015),2014,2008,2022,KCA,Kansas City Royals,5750,1486,45,178.0,253,864.0,13,R,0.258,0.295,0.087,0.142,0.042,58.6,10.8,1.0,68.4,36.3,C,F,F,B-,D,35.0,Common,True,False,1,1,2,bbref_war
santira01,santira01,Ramon Santiago,SS,"2B,3B",Efficiency Era (2006-2015),2008,2002,2014,DET,Detroit Tigers,2436,592,30,30.0,203,420.0,13,B,0.243,0.314,0.087,0.155,0.075,42.2,9.8,32.5,40.6,49.3,D+,F,D,D+,D+,34.9,Common,False,False,0,0,0,bbref_war
schumsk01,schumsk01,Skip Schumaker,LF,"2B,RF",Efficiency Era (2006-2015),2010,2005,2015,SLN,St. Louis Cardinals,3252,905,28,26.0,280,476.0,11,L,0.278,0.337,0.086,0.134,0.079,77.8,11.3,36.1,26.6,21.4,B+,F,D,D-,D-,34.6,Common,False,False,0,0,0,bbref_war
cantujo01,cantujo01,Jorge Cantu,3B,"1B,2B",Efficiency Era (2006-2015),2008,2004,2011,TBA,Tampa Bay Rays,3128,847,104,11.0,189,559.0,10,R,0.271,0.316,0.168,0.165,0.056,64.4,58.5,14.1,24.9,10.3,C+,C,F,D-,F,34.4,Common,False,False,0,0,0,bbref_war
navardi01,navardi01,Dioner Navarro,C,,Efficiency Era (2006-2015),2010,2004,2016,TBA,Tampa Bay Rays,3207,802,77,14.0,265,518.0,15,B,0.25,0.309,0.12,0.147,0.075,50.1,29.6,32.9,19.2,40.4,C-,D-,D,F,D+,34.4,Common,True,False,1,0,0,bbref_war
mesorde01,mesorde01,Devin Mesoraco,C,,Efficiency Era (2006-2015),2015,2011,2018,CIN,Cincinnati Reds,1402,325,58,4.0,138,316.0,9,R,0.232,0.309,0.174,0.201,0.088,22.4,59.9,44.8,1.8,42.3,D-,C,D+,F,D+,34.2,Common,True,False,1,0,0,bbref_war
plouftr01,plouftr01,Trevor Plouffe,3B,,Efficiency Era (2006-2015),2014,2010,2018,MIN,Minnesota Twins,2933,710,106,12.0,246,676.0,10,R,0.242,0.304,0.168,0.209,0.076,29.4,57.2,33.8,16.9,32.5,D-,C,D,F,D,34.0,Common,False,False,0,0,0,bbref_war
mcdonjo03,mcdonjo03,John McDonald,SS,"2B,3B",Efficiency Era (2006-2015),2008,1999,2014,TOR,Toronto Blue Jays,2434,568,28,34.0,118,379.0,21,R,0.233,0.273,0.089,0.146,0.046,35.7,12.1,4.2,43.5,72.9,D,F,F,D+,B,33.7,Common,False,False,0,0,0,bbref_war
morsemi01,morsemi01,Mike Morse,LF,"1B,RF",Efficiency Era (2006-2015),2012,2005,2017,SEA,Seattle Mariners,2569,705,105,6.0,178,668.0,15,R,0.274,0.331,0.183,0.237,0.063,51.7,65.6,21.4,9.3,20.6,C-,B-,D-,F,D-,33.7,Common,False,False,0,0,0,bbref_war
youngde03,youngde03,Delmon Young,LF,RF,Efficiency Era (2006-2015),2011,2006,2015,MIN,Minnesota Twins,4108,1162,109,36.0,179,784.0,12,R,0.283,0.316,0.138,0.179,0.041,71.8,40.5,1.0,30.1,25.3,B,D+,F,D,D-,33.7,Common,False,False,0,0,0,bbref_war
valenda01,valenda01,Danny Valencia,3B,"1B,RF",Efficiency Era (2006-2015),2014,2010,2018,MIN,Minnesota Twins,2963,795,96,11.0,217,651.0,12,R,0.268,0.317,0.157,0.202,0.067,54.0,51.1,25.3,8.6,28.1,C-,C-,D-,F,D-,33.4,Common,False,False,0,0,0,bbref_war
beckhgo01,beckhgo01,Gordon Beckham,2B,3B,Efficiency Era (2006-2015),2014,2009,2019,CHA,Chicago White Sox,3403,807,80,35.0,266,670.0,13,R,0.237,0.3,0.13,0.179,0.071,31.9,36.1,28.7,32.7,36.6,D,D,D-,D,D,33.2,Common,False,False,0,0,0,bbref_war
dobbsgr01,dobbsgr01,Greg Dobbs,3B,"1B,RF",Efficiency Era (2006-2015),2010,2004,2014,PHI,Philadelphia Phillies,2097,548,46,14.0,132,402.0,12,L,0.261,0.306,0.125,0.177,0.058,53.4,32.9,16.5,30.9,30.9,C-,D,F,D,D,32.9,Common,False,False,0,0,0,bbref_war
mcgehca01,mcgehca01,Casey McGehee,3B,1B,Efficiency Era (2006-2015),2012,2008,2016,MIL,Milwaukee Brewers,2798,721,67,7.0,249,517.0,10,R,0.258,0.317,0.127,0.168,0.081,52.3,33.8,38.1,5.8,33.2,C-,D,D,F,D,32.6,Common,False,False,0,0,0,bbref_war
pierzaj01,pierza.01,A. J. Pierzynski,C,,Efficiency Era (2006-2015),2008,1998,2016,CHA,Chicago White Sox,7290,2043,188,15.0,308,895.0,20,L,0.28,0.319,0.14,0.115,0.04,83.6,41.8,1.0,7.7,28.7,A-,D+,F,F,D-,32.6,Common,True,False,2,0,0,bbref_war
blanche01,blanche01,Henry Blanco,C,,Efficiency Era (2006-2015),2006,1997,2013,CHN,Chicago Cubs,2761,615,72,6.0,254,546.0,17,R,0.223,0.288,0.139,0.179,0.083,19.2,40.8,40.6,6.1,55.9,F,D+,D+,F,C,32.5,Common,False,False,0,0,0,bbref_war
olivomi01,olivomi01,Miguel Olivo,C,,Efficiency Era (2006-2015),2007,2002,2014,SEA,Seattle Mariners,3765,905,145,53.0,158,1060.0,15,R,0.24,0.275,0.176,0.267,0.04,15.4,61.1,1.0,39.2,42.5,F,C+,F,D,D+,31.8,Common,False,False,0,0,0,bbref_war
tejadru01,tejadru01,Ruben Tejada,SS,2B,Efficiency Era (2006-2015),2014,2010,2019,NYN,New York Mets,2119,530,10,16.0,202,359.0,10,R,0.25,0.324,0.067,0.151,0.085,49.2,1.0,42.4,24.2,39.5,D+,F,D+,D-,D,31.3,Common,False,False,0,0,0,bbref_war
berroan01,berroan01,Angel Berroa,SS,,Efficiency Era (2006-2015),2006,2001,2009,KCA,Kansas City Royals,2575,665,46,50.0,117,460.0,10,R,0.258,0.303,0.116,0.167,0.042,53.0,27.2,1.2,47.1,26.3,C-,D-,F,D+,D-,31.0,Common,False,False,0,0,0,bbref_war
hundlni01,hundlni01,Nick Hundley,C,,Efficiency Era (2006-2015),2014,2008,2019,SDN,San Diego Padres,3097,766,93,15.0,219,810.0,13,R,0.247,0.299,0.158,0.241,0.065,27.2,51.5,23.1,16.4,35.7,D-,C-,D-,F,D,30.8,Common,False,False,0,0,0,bbref_war
johnsch05,johnsch05,Chris Johnson,3B,1B,Efficiency Era (2006-2015),2012,2009,2016,HOU,Houston Astros,2811,773,63,18.0,144,753.0,10,R,0.275,0.313,0.129,0.252,0.048,49.0,35.7,6.8,37.8,23.7,D+,D,F,D,D-,30.6,Common,False,False,0,0,0,bbref_war
barajro01,barajro01,Rod Barajas,C,,Efficiency Era (2006-2015),2006,1999,2012,ARI,Arizona Diamondbacks,3460,812,136,2.0,207,638.0,15,R,0.235,0.284,0.173,0.17,0.055,31.6,59.9,13.5,5.9,41.7,D,C,F,F,D+,30.5,Common,False,False,0,0,0,bbref_war
mathije01,mathije01,Jeff Mathis,C,,Efficiency Era (2006-2015),2013,2005,2021,LAA,Los Angeles Angels of Anaheim,2718,526,53,12.0,205,872.0,17,R,0.194,0.252,0.106,0.294,0.069,1.0,21.1,27.0,28.5,73.0,F,D-,D-,D-,B,30.1,Common,False,False,0,0,0,bbref_war
saltaja01,saltaja01,Jarrod Saltalamacchia,C,,Efficiency Era (2006-2015),2012,2007,2018,BOS,Boston Red Sox,2852,662,110,5.0,304,984.0,15,B,0.232,0.306,0.176,0.309,0.095,1.0,62.3,52.3,3.7,29.4,F,C+,C-,F,D-,29.7,Common,False,False,0,0,0,bbref_war
molinjo01,molinjo01,Jose Molina,C,,Efficiency Era (2006-2015),2007,1999,2014,ANA,Los Angeles Angels of Anaheim,2546,592,39,20.0,154,576.0,16,R,0.233,0.282,0.094,0.21,0.056,20.9,15.4,14.5,37.8,54.4,D-,F,F,D,C-,28.6,Common,False,False,0,0,0,bbref_war
cedenro02,cedenro02,Ronny Cedeno,SS,2B,Efficiency Era (2006-2015),2010,2005,2014,CHN,Chicago Cubs,2565,629,40,39.0,146,567.0,12,R,0.245,0.289,0.108,0.207,0.053,32.7,22.6,11.8,37.7,34.2,D,D-,F,D,D,27.8,Common,False,False,0,0,0,bbref_war
betanyu01,betanyu01,Yuniesky Betancourt,SS,,Efficiency Era (2006-2015),2009,2005,2013,SEA,Seattle Mariners,4052,1057,80,30.0,143,435.0,10,R,0.261,0.285,0.127,0.102,0.034,69.3,34.5,1.0,20.2,10.0,B-,D,F,D-,F,27.0,Common,False,False,0,0,0,bbref_war
flowety01,flowety01,Tyler Flowers,C,,Efficiency Era (2006-2015),2014,2009,2020,CHA,Chicago White Sox,2456,582,86,2.0,227,852.0,12,R,0.237,0.319,0.154,0.307,0.082,3.5,48.7,39.3,1.0,37.7,F,D+,D,F,D,26.0,Common,False,False,0,0,0,bbref_war
buckjo01,buckjo01,John Buck,C,,Efficiency Era (2006-2015),2010,2004,2014,KCA,Kansas City Royals,3612,844,134,6.0,307,959.0,13,R,0.234,0.301,0.164,0.24,0.077,15.4,54.3,34.4,1.0,23.6,F,C-,D,F,D-,25.7,Common,True,False,1,0,0,bbref_war
mayswi01,mayswi01,Willie Mays,CF,"1B,RF",Expansion (1961-1976),1962,1948,1973,SFN,San Francisco Giants,10924,3293,660,339.0,1468,1526.0,24,R,0.301,0.384,0.255,0.122,0.117,87.2,99.0,70.1,88.3,99.0,A,S,B,A,S,88.7,Legendary,True,True,24,12,6,bbref_war
aaronha01,aaronha01,Hank Aaron,RF,1B,Expansion (1961-1976),1965,1954,1976,ML1,Atlanta Braves,12364,3771,755,240.0,1402,1383.0,23,R,0.305,0.374,0.25,0.099,0.101,95.5,99.0,54.8,74.0,77.4,S,S,C-,B,B+,80.1,Legendary,True,True,25,3,6,bbref_war
kalinal01,kalinal01,Al Kaline,RF,1B,Expansion (1961-1976),1964,1953,1974,DET,Detroit Tigers,10116,3007,399,137.0,1277,1020.0,22,R,0.297,0.376,0.182,0.088,0.111,91.0,70.1,64.0,66.0,99.0,A+,B,C+,B-,S,78.0,Legendary,True,True,18,10,6,bbref_war
yastrca01,yastrca01,Carl Yastrzemski,LF,"1B,RF",Expansion (1961-1976),1972,1961,1983,BOS,Boston Red Sox,11988,3419,452,168.0,1845,1393.0,23,L,0.285,0.379,0.177,0.1,0.132,77.5,67.8,84.0,60.5,99.0,B+,B-,A-,C+,S,77.8,Legendary,True,True,18,7,6,bbref_war
robinfr02,robinfr02,Frank Robinson,RF,1B,Expansion (1961-1976),1966,1956,1976,CIN,Cincinnati Reds,10006,2943,586,204.0,1420,1532.0,22,R,0.294,0.389,0.243,0.131,0.121,78.6,99.0,73.8,65.6,42.5,B+,S,B,B-,D+,71.9,Epic,True,True,14,1,2,bbref_war
smithre06,smithre06,Reggie Smith,RF,1B,Expansion (1961-1976),1974,1966,1982,BOS,Boston Red Sox,7033,2020,314,137.0,890,1030.0,18,B,0.287,0.366,0.202,0.128,0.111,72.9,80.2,64.1,60.9,66.9,B,A-,C+,C+,B-,69.0,Rare,True,False,7,1,2,bbref_war
morgajo02,morgajo02,Joe Morgan,2B,,Expansion (1961-1976),1974,1963,1984,HOU,Houston Astros,9277,2517,268,689.0,1865,1015.0,22,L,0.271,0.392,0.156,0.09,0.165,67.2,56.3,99.0,99.0,22.4,B-,C,S,S,D-,68.8,Epic,True,True,10,5,6,bbref_war
bondsbo01,bondsbo01,Bobby Bonds,RF,,Expansion (1961-1976),1975,1968,1981,SFN,San Francisco Giants,7043,1886,332,461.0,914,1757.0,15,R,0.268,0.353,0.203,0.218,0.113,35.2,79.9,66.4,98.8,58.5,D,B+,B-,S,C,67.8,Rare,True,False,3,3,6,bbref_war
clemero01,clemero01,Roberto Clemente,RF,,Expansion (1961-1976),1964,1955,1972,PIT,Pittsburgh Pirates,9454,3000,240,83.0,621,1230.0,18,R,0.317,0.359,0.158,0.121,0.061,99.0,57.0,17.8,64.7,99.0,S,C,F,C+,S,67.5,Epic,True,True,15,12,6,bbref_war
cashno01,cashno01,Norm Cash,1B,,Expansion (1961-1976),1966,1958,1974,DET,Detroit Tigers,6705,1820,377,43.0,1043,1091.0,17,L,0.271,0.374,0.217,0.138,0.132,56.4,86.3,84.1,42.8,47.6,C,A,A-,D+,D+,63.4,Rare,True,False,5,0,0,bbref_war
benchjo01,benchjo01,Johnny Bench,C,"1B,3B,RF",Expansion (1961-1976),1975,1967,1983,CIN,Cincinnati Reds,7658,2048,389,68.0,891,1278.0,17,R,0.267,0.342,0.208,0.148,0.103,50.6,83.5,56.9,49.7,71.6,C-,A-,C,D+,B,62.5,Rare,True,True,14,10,6,bbref_war
retteme01,retteme01,Merv Rettenmund,RF,,Expansion (1961-1976),1974,1968,1980,BAL,Baltimore Orioles,2555,693,66,68.0,445,382.0,13,R,0.271,0.381,0.135,0.126,0.146,59.0,45.2,97.5,62.9,43.8,C,D+,S,C+,D+,61.7,Common,False,False,0,0,0,bbref_war
colavro01,colavro01,Rocky Colavito,RF,,Expansion (1961-1976),1962,1955,1968,CLE,Cleveland Indians,6503,1730,374,19.0,951,880.0,16,R,0.266,0.359,0.223,0.117,0.126,56.4,90.1,78.4,26.6,56.3,C,A+,B+,D-,C,61.6,Rare,True,False,9,0,0,bbref_war
allisbo01,allisbo01,Bob Allison,RF,1B,Expansion (1961-1976),1964,1958,1970,MIN,Minnesota Twins,5032,1281,256,84.0,795,1033.0,13,R,0.255,0.358,0.217,0.175,0.135,32.8,86.8,86.6,56.0,45.4,D,A,A,C,D+,61.5,Common,True,False,3,0,0,bbref_war
bufordo01,bufordo01,Don Buford,LF,"2B,3B,RF",Expansion (1961-1976),1968,1963,1972,BAL,Baltimore Orioles,4553,1203,93,200.0,672,575.0,10,B,0.264,0.362,0.115,0.108,0.127,56.6,34.1,79.1,78.6,58.9,C,D,B+,B+,C,61.5,Common,True,False,1,0,0,bbref_war
boyerke01,boyerke01,Ken Boyer,3B,RF,Expansion (1961-1976),1963,1955,1969,SLN,St. Louis Cardinals,7455,2143,282,105.0,713,1017.0,17,R,0.287,0.349,0.174,0.123,0.086,74.2,65.2,41.5,55.6,70.3,B,B-,D+,C,B,61.4,Rare,True,False,11,5,6,bbref_war
whitero01,whitero01,Roy White,LF,RF,Expansion (1961-1976),1972,1965,1979,NYA,New York Yankees,6650,1803,160,233.0,934,708.0,15,B,0.271,0.36,0.133,0.092,0.122,66.5,44.2,74.3,71.8,46.8,B-,D+,B,B,D+,60.7,Common,True,False,2,0,0,bbref_war
aparilu01,aparilu01,Luis Aparicio,SS,,Expansion (1961-1976),1964,1956,1973,CHA,Chicago White Sox,10230,2677,83,506.0,736,742.0,18,R,0.262,0.311,0.081,0.067,0.066,63.6,17.1,22.9,99.0,99.0,C+,F,D-,S,S,60.3,Rare,True,True,13,9,6,bbref_war
marisro01,marisro01,Roger Maris,RF,,Expansion (1961-1976),1962,1957,1968,NYA,New York Yankees,5101,1325,275,21.0,652,733.0,13,L,0.26,0.345,0.216,0.126,0.112,48.7,86.3,65.1,47.2,53.4,D+,A,B-,D+,C-,60.1,Common,True,False,7,1,2,bbref_war
whitebi03,whitebi03,Bill White,1B,RF,Expansion (1961-1976),1963,1956,1969,SLN,St. Louis Cardinals,5972,1706,202,103.0,596,927.0,13,L,0.286,0.351,0.17,0.14,0.09,68.9,63.3,44.6,58.5,62.0,B-,C+,D+,C,C+,59.5,Common,True,False,8,7,6,bbref_war
carewro01,carewro01,Rod Carew,1B,2B,Expansion (1961-1976),1976,1967,1985,MIN,Minnesota Twins,9315,3053,92,353.0,1018,1028.0,19,L,0.328,0.393,0.101,0.099,0.098,99.0,28.4,52.0,75.9,39.3,S,D-,C-,B+,D,58.9,Rare,True,True,18,0,0,bbref_war
allendi01,allendi01,Dick Allen,1B,"3B,RF",Expansion (1961-1976),1970,1963,1977,PHI,Philadelphia Phillies,6332,1848,351,133.0,894,1556.0,15,R,0.292,0.378,0.242,0.213,0.123,57.9,99.0,75.2,60.2,1.0,C,S,B+,C+,F,58.7,Rare,True,True,7,0,0,bbref_war
olivato01,olivato01,Tony Oliva,RF,,Expansion (1961-1976),1969,1962,1976,MIN,Minnesota Twins,6301,1917,220,86.0,448,645.0,15,L,0.304,0.353,0.172,0.094,0.065,96.0,65.1,21.8,53.6,57.2,S,B-,D-,C-,C,58.7,Rare,True,True,8,1,2,bbref_war
daviswi02,daviswi02,Willie Davis,CF,RF,Expansion (1961-1976),1969,1960,1979,LAN,Los Angeles Dodgers,9174,2561,182,398.0,418,977.0,19,L,0.279,0.311,0.133,0.1,0.043,71.9,43.8,1.0,93.8,82.5,B,D+,F,A+,A-,58.6,Common,True,False,2,3,6,bbref_war
wynnji01,wynnji01,Jim Wynn,CF,RF,Expansion (1961-1976),1970,1963,1977,HOU,Houston Astros,6653,1665,291,225.0,1224,1427.0,16,R,0.25,0.366,0.186,0.179,0.153,28.1,71.2,99.0,67.6,22.5,D-,B,S,B-,D-,57.7,Common,True,False,3,0,0,bbref_war
northbi01,northbi01,Bill North,CF,RF,Expansion (1961-1976),1976,1971,1981,OAK,Oakland Athletics,3900,1016,20,395.0,627,665.0,12,B,0.261,0.365,0.062,0.146,0.137,44.8,6.7,88.9,99.0,48.2,D+,F,A,S,D+,57.5,Common,False,False,0,0,0,bbref_war
santoro01,santoro01,Ron Santo,3B,,Expansion (1961-1976),1967,1960,1974,CHN,Chicago Cubs,8143,2254,342,35.0,1108,1343.0,15,R,0.277,0.362,0.187,0.143,0.118,60.1,72.1,71.0,34.6,49.6,C+,B,B,D,D+,57.5,Rare,True,True,9,5,6,bbref_war
bankser01,bankser01,Ernie Banks,1B,SS,Expansion (1961-1976),1962,1953,1971,CHN,Chicago Cubs,9421,2583,512,50.0,763,1236.0,19,R,0.274,0.33,0.225,0.119,0.074,63.1,91.3,29.6,40.3,58.5,C+,A+,D-,D+,C,56.6,Rare,True,True,14,1,2,bbref_war
robinbr01,robinbr01,Brooks Robinson,3B,,Expansion (1961-1976),1966,1955,1977,BAL,Baltimore Orioles,10654,2848,268,28.0,860,990.0,23,R,0.267,0.322,0.133,0.085,0.074,64.7,44.7,29.6,45.2,99.0,C+,D+,D-,D+,S,56.6,Rare,True,True,18,16,6,bbref_war
carbobe01,carbobe01,Bernie Carbo,RF,,Expansion (1961-1976),1976,1969,1980,BOS,Boston Red Sox,2733,722,96,26.0,538,611.0,16,L,0.264,0.387,0.163,0.185,0.163,39.3,60.6,99.0,40.3,43.4,D,C+,S,D+,D+,56.5,Common,False,False,0,0,0,bbref_war
cunnijo01,cunnijo01,Joe Cunningham,1B,RF,Expansion (1961-1976),1961,1954,1966,SLN,St. Louis Cardinals,3362,980,64,16.0,599,369.0,13,L,0.291,0.403,0.125,0.091,0.148,85.1,41.2,99.0,23.4,33.3,A,D+,S,D-,D,56.4,Common,True,False,2,0,0,bbref_war
gentiji01,gentiji01,Jim Gentile,1B,,Expansion (1961-1976),1963,1957,1966,BAL,Baltimore Orioles,2922,759,179,3.0,475,663.0,11,L,0.26,0.368,0.227,0.191,0.137,34.0,91.7,88.4,34.3,33.6,D,A+,A,D,D,56.4,Common,True,False,6,0,0,bbref_war
blairpa01,blairpa01,Paul Blair,CF,RF,Expansion (1961-1976),1972,1964,1980,BAL,Baltimore Orioles,6042,1513,134,171.0,449,877.0,18,R,0.25,0.302,0.131,0.134,0.068,38.4,43.7,24.7,74.4,99.0,D,D+,D-,B,S,56.0,Common,True,False,2,8,6,bbref_war
willibi01,willibi01,Billy Williams,LF,"1B,RF",Expansion (1961-1976),1968,1959,1976,CHN,Chicago Cubs,9350,2711,426,90.0,1045,1046.0,18,L,0.29,0.361,0.202,0.1,0.099,81.8,79.7,53.6,48.4,16.5,A-,B+,C-,D+,F,56.0,Rare,True,True,6,0,0,bbref_war
bandosa01,bandosa01,Sal Bando,3B,,Expansion (1961-1976),1974,1966,1981,OAK,Oakland Athletics,7060,1790,242,75.0,1031,923.0,16,R,0.254,0.352,0.155,0.112,0.125,46.1,55.0,77.8,49.4,49.8,D+,C,B+,D+,D+,55.6,Common,True,False,4,0,0,bbref_war
landiji01,landiji01,Jim Landis,CF,RF,Expansion (1961-1976),1963,1957,1967,CHA,Chicago White Sox,4288,1061,93,139.0,588,767.0,13,R,0.247,0.344,0.128,0.155,0.118,31.0,41.1,71.3,75.8,56.7,D,D+,B,B+,C,55.2,Common,True,False,1,5,6,bbref_war
otisam01,otisam01,Amos Otis,CF,RF,Expansion (1961-1976),1976,1967,1984,KCA,Kansas City Royals,7299,2020,193,341.0,757,1008.0,17,R,0.277,0.343,0.149,0.123,0.092,64.6,53.0,47.1,84.9,26.4,C+,C-,D+,A-,D-,55.2,Common,True,False,5,3,6,bbref_war
robinfl01,robinfl01,Floyd Robinson,RF,,Expansion (1961-1976),1964,1960,1968,CHA,Chicago White Sox,3284,929,67,42.0,408,282.0,10,L,0.283,0.365,0.126,0.075,0.109,80.9,40.4,62.6,51.8,35.0,A-,D+,C+,C-,D,54.1,Common,False,False,0,0,0,bbref_war
mccovwi01,mccovwi01,Willie McCovey,1B,RF,Expansion (1961-1976),1970,1959,1980,SFN,San Francisco Giants,8197,2211,521,26.0,1345,1550.0,23,L,0.27,0.374,0.245,0.16,0.139,49.9,99.0,90.4,28.5,1.0,D+,S,A+,D-,F,53.8,Common,True,True,6,0,0,bbref_war
minchdo01,minchdo01,Don Mincher,1B,,Expansion (1961-1976),1967,1960,1972,MIN,Minnesota Twins,4026,1003,200,24.0,606,668.0,15,L,0.249,0.348,0.201,0.142,0.129,35.3,78.9,81.2,28.8,44.7,D,B+,A-,D-,D+,53.8,Common,True,False,2,0,0,bbref_war
scottge02,scottge02,George Scott,1B,3B,Expansion (1961-1976),1974,1966,1979,BOS,Boston Red Sox,7433,1992,271,69.0,699,1418.0,16,R,0.268,0.333,0.167,0.172,0.085,45.7,61.2,39.9,49.1,73.1,D+,C+,D,D+,B,53.8,Common,True,False,3,8,6,bbref_war
floodcu01,floodcu01,Curt Flood,CF,RF,Expansion (1961-1976),1963,1956,1971,SLN,St. Louis Cardinals,6357,1861,85,88.0,444,609.0,15,R,0.293,0.342,0.097,0.088,0.064,86.9,25.6,21.0,53.2,80.3,A,D-,D-,C-,A-,53.4,Common,True,False,3,7,6,bbref_war
