playerID,bbrefID,name,pos,sec_pos,era,peak_year,peak_year_display,debut_year,last_year,team,franchise_name,career_pa,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,k_avoid_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,k_avd_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source,is_clutch,is_captain
arndtha01,arndtha01,Harry Arndt,2B,"3B,RF",Deadball (1901-1919),1906,1906,1902,1907,STL,STL,1077.0,985,244,6,27.0,85,82.0,5,R,0.248,0.312,0.085,0.076,0.079,27.0,37.1,41.1,63.5,37.8,39.0,D,D+,C-,B-,D+,D+,59.8,Common,False,False,0,0,0,bbref_war,False,False
drakede01,drakede01,Delos Drake,LF,"CF,RF",Deadball (1901-1919),1914,1911,1911,1915,DET,DET,1249.0,1172,308,5,43.0,71,130.0,3,R,0.263,0.308,0.091,0.104,0.057,38.3,39.0,24.3,41.0,43.3,38.5,D+,D+,D-,C-,C-,D+,59.8,Common,False,False,0,0,0,bbref_war,False,False
gibsoge01,gibsoge01,George Gibson,C,,Deadball (1901-1919),1910,1909,1905,1918,PIT,PIT,4088.0,3776,893,15,40.0,286,270.0,14,R,0.251,0.309,0.082,0.064,0.07,26.7,25.9,31.3,73.1,33.0,71.0,D,D,D,B,D,B,59.8,Common,False,False,0,0,0,bbref_war,False,False
hummejo01,hummejo01,John Hummel,2B,"1B,LF,RF",Deadball (1901-1919),1910,1911,1905,1918,LAD,LAD,4263.0,3906,991,29,117.0,346,475.0,12,R,0.259,0.322,0.098,0.107,0.081,34.3,35.8,41.8,38.9,42.6,41.0,D,D+,C-,D+,C-,C-,59.8,Common,False,False,0,0,0,bbref_war,False,False
smithha03,smithha03,Harry Smith,C,,Deadball (1901-1919),1906,1904,1901,1910,PIT,PIT,1071.0,1004,214,2,23.0,55,103.0,10,R,0.249,0.31,0.047,0.074,0.063,31.1,32.3,34.0,64.9,30.9,53.3,D,D,D,B-,D,C,59.8,Common,False,False,0,0,0,bbref_war,False,False
brownge01,brownge01,George Browne,RF,LF,Deadball (1901-1919),1905,1904,1901,1912,SFG,SFG,4579.0,4300,1176,18,190.0,259,450.0,15,L,0.283,0.327,0.074,0.094,0.056,58.3,19.3,17.9,48.8,47.4,33.0,C+,F,F,C,C,D,59.7,Common,False,False,0,0,0,bbref_war,False,False
dobbsjo01,dobbsjo01,John Dobbs,CF,LF,Deadball (1901-1919),1903,1902,1901,1905,CIN,CIN,2428.0,2224,585,7,78.0,187,132.0,7,L,0.263,0.325,0.068,0.054,0.077,38.2,18.8,38.4,81.1,42.5,37.6,D+,F,D+,A-,C-,D+,59.7,Common,False,False,0,0,0,bbref_war,False,False
drillle01,drillle01,Lew Drill,C,,Deadball (1901-1919),1904,1904,1902,1905,DET,DET,1028.0,896,231,2,21.0,114,114.0,7,R,0.258,0.353,0.075,0.111,0.111,34.8,32.6,63.7,35.5,32.4,34.7,D,D,B-,D+,D,D,59.7,Common,False,False,0,0,0,bbref_war,False,False
rossmcl01,rossmcl01,Claude Rossman,1B,,Deadball (1901-1919),1907,1908,1904,1909,DET,DET,1942.0,1848,523,3,49.0,90,165.0,6,L,0.283,0.318,0.076,0.085,0.046,56.5,25.8,12.6,56.4,37.9,29.2,C+,D,F,C+,D+,D,59.7,Common,False,False,0,0,0,bbref_war,False,False
yeagejo01,yeagejo01,Joe Yeager,3B,"2B,SS",Deadball (1901-1919),1905,1905,1898,1908,NYY,NYY,2014.0,1853,467,4,37.0,110,146.0,10,R,0.26,0.318,0.083,0.065,0.054,35.5,30.1,19.4,72.7,36.2,47.9,D+,D,F,B,D+,C,59.7,Common,False,False,0,0,0,bbref_war,False,False
donahji02,donahji02,Jiggs Donahue,1B,,Deadball (1901-1919),1905,1905,1900,1909,CHW,CHW,3094.0,2862,731,4,143.0,215,178.0,11,L,0.262,0.316,0.059,0.053,0.069,37.0,10.9,30.9,81.8,53.1,54.6,D+,F,D,A-,C,C,59.6,Common,False,False,0,0,0,bbref_war,False,False
odwelfr01,odwelfr01,Fred Odwell,LF,RF,Deadball (1901-1919),1906,1904,1904,1907,CIN,CIN,1525.0,1412,365,10,72.0,89,187.0,4,L,0.258,0.313,0.093,0.123,0.058,34.6,38.1,24.2,26.0,52.7,50.3,D,D+,D-,D,C,C,59.6,Common,False,False,0,0,0,bbref_war,False,False
paulege01,paulege01,Gene Paulette,1B,2B,Deadball (1901-1919),1918,1917,1911,1920,STL,STL,1897.0,1780,478,2,43.0,108,69.0,8,R,0.269,0.314,0.062,0.036,0.057,43.3,17.3,21.8,95.6,34.4,37.1,C-,F,D-,A+,D,D+,59.6,Common,False,False,0,0,0,bbref_war,False,False
phelaar01,phelaar01,Art Phelan,3B,2B,Deadball (1901-1919),1913,1915,1910,1915,CHC,CHC,1406.0,1258,297,8,50.0,141,114.0,5,R,0.236,0.317,0.089,0.081,0.1,16.3,36.0,57.4,59.5,44.5,43.2,F,D+,C+,C+,C-,C-,59.6,Common,False,False,0,0,0,bbref_war,False,False
rathmo01,rathmo01,Morrie Rath,2B,,Deadball (1901-1919),1912,1912,1909,1920,CIN,CIN,2320.0,2048,521,4,82.0,258,112.0,7,L,0.254,0.342,0.03,0.048,0.111,30.2,1.0,68.6,86.0,37.8,64.8,D,F,B,A,D+,B-,59.6,Common,False,False,0,0,0,bbref_war,False,False
scottev01,scottev01,Everett Scott,SS,,Deadball (1901-1919),1918,1917,1914,1926,BOS,BOS,6098.0,5837,1455,20,69.0,243,282.0,15,R,0.257,0.292,0.07,0.054,0.044,31.6,17.1,6.3,81.0,25.8,100.7,D,F,F,A-,D,S,59.6,Common,False,False,0,0,0,bbref_war,False,False
thomapi01,thomapi01,Pinch Thomas,C,,Deadball (1901-1919),1916,1916,1912,1921,BOS,BOS,1158.0,1035,245,2,12.0,118,85.0,10,L,0.252,0.332,0.058,0.067,0.101,30.9,26.1,56.5,71.0,23.1,42.3,D,D,C+,B,D-,C-,59.6,Common,False,False,0,0,0,bbref_war,False,False
dolanco02,dolanco02,Cozy Dolan,LF,"3B,CF,RF",Deadball (1901-1919),1913,1915,1909,1922,STL,STL,1321.0,1187,299,6,102.0,121,182.0,9,R,0.252,0.328,0.087,0.138,0.092,29.5,35.6,50.5,13.8,67.3,36.4,D,D+,C,F,B,D+,59.5,Common,False,False,0,0,0,bbref_war,False,False
goodwi01,goodwi01,Wilbur Good,RF,CF,Deadball (1901-1919),1913,1914,1905,1918,CHC,CHC,2590.0,2364,609,9,104.0,190,347.0,12,L,0.267,0.33,0.091,0.125,0.074,42.2,33.8,36.0,23.8,47.4,34.2,C-,D,D+,D-,C,D,59.5,Common,False,False,0,0,0,bbref_war,False,False
obrieja02,o'brija02,Jack O'Brien,LF,"CF,RF",Deadball (1901-1919),1901,1901,1899,1903,CLE,CLE,1314.0,1226,317,9,42.0,77,92.0,4,L,0.259,0.308,0.077,0.07,0.059,34.8,31.6,25.3,68.4,39.4,36.9,D,D,D,B,D+,D+,59.5,Common,False,False,0,0,0,bbref_war,False,False
schmiwa01,schmiwa01,Walter Schmidt,C,,Deadball (1901-1919),1920,1918,1916,1925,PIT,PIT,2563.0,2411,619,3,57.0,137,105.0,10,R,0.265,0.308,0.048,0.04,0.053,40.4,8.7,18.1,92.5,36.2,67.0,C-,F,F,A,D+,B,59.5,Common,False,False,0,0,0,bbref_war,False,False
dillopo01,dillopo01,Frank Dillon,1B,,Deadball (1901-1919),1901,1904,1899,1904,LAD,LAD,1260.0,1181,298,1,34.0,78,63.0,6,L,0.252,0.299,0.067,0.05,0.062,29.9,25.5,28.1,84.6,38.0,45.8,D,D,D,A-,D+,C,59.4,Common,False,False,0,0,0,bbref_war,False,False
ellisru01,ellisru01,Rube Ellis,LF,,Deadball (1901-1919),1910,1909,1909,1912,STL,STL,2211.0,1985,517,13,58.0,216,246.0,4,L,0.26,0.336,0.083,0.111,0.098,35.9,28.8,56.6,35.2,39.5,36.1,D+,D,C+,D+,D+,D+,59.4,Common,False,False,0,0,0,bbref_war,False,False
ganzejo01,ganzejo01,John Ganzel,1B,,Deadball (1901-1919),1903,1903,1898,1908,NYY,NYY,2894.0,2715,682,18,48.0,136,173.0,7,R,0.251,0.298,0.095,0.06,0.047,26.5,34.7,10.5,76.7,36.9,56.0,D,D,F,B+,D+,C+,59.4,Common,False,False,0,0,0,bbref_war,False,False
mcadotu01,mcadotu01,Tullie McAdoo,1B,,Deadball (1901-1919),1921,1922,1909,1924,NLB,NLB,1360.0,1208,279,6,29.0,111,10.0,10,R,0.229,0.317,0.086,0.01,0.08,13.5,38.5,42.3,95.0,32.6,34.5,F,D+,C-,A+,D,D,59.4,Common,False,False,0,0,0,bbref_war,False,False
mccarle01,mccarle01,Lew McCarty,C,,Deadball (1901-1919),1917,1916,1913,1921,SFG,SFG,1592.0,1479,393,5,20.0,102,109.0,11,R,0.269,0.319,0.071,0.069,0.061,43.8,25.5,25.9,69.3,27.1,35.4,C-,D,D,B,D,D+,59.3,Common,False,False,0,0,0,bbref_war,False,False
paddedi01,paddedi01,Dick Padden,2B,SS,Deadball (1901-1919),1901,1902,1896,1905,BAL,BAL,3478.0,3157,814,11,132.0,224,164.0,9,R,0.261,0.331,0.073,0.048,0.065,35.9,18.6,26.8,86.1,48.2,36.9,D+,F,D,A,C,D+,59.3,Common,False,False,0,0,0,bbref_war,False,False
vittos01,vittos01,Ossie Vitt,3B,2B,Deadball (1901-1919),1916,1915,1912,1921,DET,DET,4227.0,3760,894,4,114.0,455,143.0,10,R,0.243,0.324,0.057,0.033,0.105,17.8,6.8,64.5,98.6,40.5,65.6,F,F,B-,A+,C-,B,59.3,Common,False,False,0,0,0,bbref_war,False,False
ainsmed01,ainsmed01,Eddie Ainsmith,C,,Deadball (1901-1919),1917,1922,1910,1924,WSH,WSH,3323.0,3048,707,22,86.0,263,407.0,17,R,0.243,0.31,0.104,0.116,0.085,19.5,42.5,45.2,31.4,42.8,49.4,F,C-,C,D,C-,C,59.2,Common,False,False,0,0,0,bbref_war,False,False
isbelfr01,isbelfr01,Frank Isbell,1B,2B,Deadball (1901-1919),1906,1905,1898,1909,CHW,CHW,4450.0,4219,1056,13,253.0,190,352.0,10,L,0.255,0.296,0.082,0.08,0.046,29.7,24.0,8.5,60.3,67.8,59.8,D,D-,F,B-,B,C+,59.2,Common,False,False,0,0,0,bbref_war,False,False
moriage02,moriage02,George Moriarty,3B,1B,Deadball (1901-1919),1910,1914,1903,1916,DET,DET,3949.0,3671,920,5,248.0,234,362.0,13,R,0.256,0.311,0.065,0.083,0.063,31.3,14.2,24.6,57.6,70.4,63.8,D,F,D-,C+,B,B-,59.2,Common,False,False,0,0,0,bbref_war,False,False
raridbi01,raridbi01,Bill Rariden,C,,Deadball (1901-1919),1916,1915,1909,1920,HIST,HIST,3230.0,2877,682,7,47.0,340,256.0,12,R,0.242,0.33,0.069,0.074,0.111,19.4,20.9,67.7,65.0,31.2,58.1,F,D-,B,B,D,C+,59.2,Common,False,False,0,0,0,bbref_war,False,False
figarra01,figarra01,Rafael Figarola,C,1B,Deadball (1901-1919),1911,1923,1907,1923,NLB,NLB,530.0,491,119,2,11.0,37,0.0,12,R,0.225,0.279,0.01,0.0,0.064,22.9,31.4,37.1,80.7,27.4,44.3,D-,D,D+,A-,D,C-,59.1,Common,False,False,0,0,0,bbref_war,False,False
highhu01,highhu01,Hugh High,LF,CF,Deadball (1901-1919),1916,1915,1913,1918,NYY,NYY,1770.0,1546,386,3,56.0,212,168.0,6,L,0.25,0.345,0.068,0.095,0.12,26.7,21.0,74.4,48.4,39.0,38.3,D,D-,B,C,D+,D+,59.1,Common,False,False,0,0,0,bbref_war,False,False
maisefr01,maisefr01,Fritz Maisel,3B,2B,Deadball (1901-1919),1916,1914,1913,1918,NYY,NYY,2378.0,2111,510,6,194.0,260,177.0,6,R,0.242,0.327,0.058,0.074,0.109,18.2,11.7,67.1,64.9,82.3,37.5,F,F,B,B-,A-,D+,59.1,Common,False,False,0,0,0,bbref_war,False,False
wagnehe01,wagnehe01,Heinie Wagner,SS,2B,Deadball (1901-1919),1910,1910,1902,1918,BOS,BOS,3671.0,3333,834,10,144.0,310,311.0,12,R,0.251,0.319,0.079,0.083,0.082,26.3,22.7,43.0,58.0,48.2,51.1,D,D-,C-,C+,C,C,59.1,Common,False,False,0,0,0,bbref_war,False,False
barrysh01,barrysh01,John Barry,RF,"1B,LF",Deadball (1901-1919),1904,1902,1899,1908,CIN,CIN,4330.0,4014,1073,10,140.0,279,264.0,15,R,0.277,0.33,0.063,0.062,0.065,51.9,11.6,26.9,75.3,42.9,21.2,C,F,D,B+,C-,D-,59.0,Common,False,False,0,0,0,bbref_war,False,False
clymeot01,clymeot01,Otis Clymer,RF,LF,Deadball (1901-1919),1908,1907,1905,1913,WSH,WSH,1437.0,1330,355,2,83.0,99,153.0,8,B,0.267,0.322,0.065,0.106,0.069,41.7,22.2,32.8,39.0,55.7,34.2,C-,D-,D,D+,C+,D,59.0,Common,False,False,0,0,0,bbref_war,False,False
knabeot01,knabeot01,Otto Knabe,2B,,Deadball (1901-1919),1910,1907,1905,1916,PHI,PHI,4990.0,4469,1103,8,143.0,485,326.0,12,R,0.249,0.328,0.065,0.067,0.098,23.9,11.8,58.1,71.2,42.2,59.4,D-,F,C+,B,C-,C+,59.0,Common,False,False,0,0,0,bbref_war,False,False
mcconam01,mcconam01,Amby McConnell,2B,,Deadball (1901-1919),1910,1908,1908,1911,BOS,BOS,1640.0,1506,398,3,72.0,107,132.0,5,L,0.264,0.324,0.055,0.08,0.065,39.5,14.6,29.4,60.0,49.0,49.6,D+,F,D,B-,C,C,59.0,Common,False,False,0,0,0,bbref_war,False,False
archeji01,archeji01,Jimmy Archer,C,,Deadball (1901-1919),1912,1913,1904,1918,CHC,CHC,2789.0,2646,660,16,36.0,124,283.0,14,R,0.258,0.295,0.089,0.097,0.044,33.1,32.8,9.0,46.3,29.5,68.0,D,D,F,C,D,B,58.9,Common,False,False,0,0,0,bbref_war,False,False
bauchha01,bauchha01,Harry Bauchman,2B,,Deadball (1901-1919),1918,1920,1915,1921,NLB,NLB,588.0,539,119,1,20.0,47,0.0,4,R,0.221,0.286,0.048,0.0,0.08,14.1,30.6,42.7,90.3,36.2,40.2,F,D,C-,A,D+,C-,58.9,Common,False,False,0,0,0,bbref_war,False,False
clarkni01,clarkni01,Jay Clarke,C,,Deadball (1901-1919),1908,1906,1905,1920,CLE,CLE,1681.0,1536,390,6,16.0,138,186.0,11,L,0.259,0.321,0.082,0.11,0.08,34.9,31.1,41.2,36.5,28.2,43.0,D,D,C-,D+,D,C-,58.9,Common,False,False,0,0,0,bbref_war,False,False
frielbi01,frielbi01,Bill Friel,2B,"3B,RF",Deadball (1901-1919),1902,1901,1901,1903,BAL,BAL,1059.0,994,244,6,23.0,60,85.0,3,L,0.245,0.292,0.086,0.08,0.057,25.2,38.1,25.4,60.2,35.3,40.2,D,D+,D,B-,D+,C-,58.9,Common,False,False,0,0,0,bbref_war,False,False
nealegr01,nealegr01,Greasy Neale,RF,"CF,LF",Deadball (1901-1919),1919,1917,1916,1924,CIN,CIN,2897.0,2661,688,8,139.0,201,281.0,9,L,0.262,0.319,0.074,0.1,0.064,36.8,20.4,26.9,44.3,58.2,47.2,D+,D-,D,C-,C+,C,58.9,Common,False,False,0,0,0,bbref_war,False,False
beckfr02,beckfr02,Fred Beck,1B,"CF,RF",Deadball (1901-1919),1911,1910,1909,1915,ATL,ATL,2279.0,2130,536,33,31.0,122,233.0,6,L,0.252,0.301,0.108,0.102,0.054,27.6,47.4,17.8,42.5,31.5,37.1,D,C,F,C-,D,D+,58.8,Common,False,False,0,0,0,bbref_war,False,False
gremmed01,gremmed01,Ed Gremminger,3B,,Deadball (1901-1919),1902,1902,1895,1904,ATL,ATL,1523.0,1420,356,7,22.0,89,151.0,4,R,0.251,0.301,0.089,0.099,0.058,27.9,36.2,24.3,45.0,32.4,49.0,D,D+,D-,C,D,C,58.7,Common,False,False,0,0,0,bbref_war,False,False
lordbr01,lordbr01,Bris Lord,LF,"CF,RF",Deadball (1901-1919),1910,1911,1905,1913,OAK,OAK,2960.0,2767,707,13,74.0,175,342.0,9,R,0.26,0.308,0.096,0.114,0.058,35.5,35.3,20.8,32.8,37.2,43.8,D+,D+,D-,D,D+,C-,58.7,Common,False,False,0,0,0,bbref_war,False,False
rodrivi02,rodrivi02,Vicente Rodríguez,C,,Deadball (1901-1919),1916,1923,1913,1923,NLB,NLB,1253.0,1172,274,8,9.0,71,1.0,11,,0.239,0.286,0.066,0.001,0.053,21.9,32.6,24.3,96.7,19.7,40.9,D-,D,D-,A+,F,C-,58.7,Common,False,False,0,0,0,bbref_war,False,False
caseydo01,caseydo01,James Casey,3B,,Deadball (1901-1919),1904,1901,1898,1907,CHC,CHC,4666.0,4341,1122,9,191.0,270,239.0,11,B,0.258,0.311,0.063,0.055,0.061,32.6,10.4,22.1,80.4,47.1,57.9,D,F,D-,A-,C,C+,58.6,Common,False,False,0,0,0,bbref_war,False,False
hartzro01,hartzro01,Roy Hartzell,3B,"2B,LF,RF,SS",Deadball (1901-1919),1911,1911,1906,1916,NYY,NYY,5052.0,4548,1146,12,182.0,455,382.0,11,L,0.259,0.334,0.061,0.072,0.093,33.8,8.8,53.1,66.9,43.4,41.1,D,F,C,B,C-,C-,58.6,Common,False,False,0,0,0,bbref_war,False,False
walshji02,walshji02,Jimmy Walsh,RF,"CF,LF",Deadball (1901-1919),1914,1913,1912,1917,OAK,OAK,2031.0,1771,410,6,92.0,249,213.0,8,R,0.232,0.33,0.085,0.105,0.123,9.9,29.8,77.8,40.3,45.6,43.0,F,D,B+,C-,C,C-,58.6,Common,False,False,0,0,0,bbref_war,False,False
austiji01,austiji01,Jimmy Austin,3B,SS,Deadball (1901-1919),1915,1911,1909,1929,BAL,BAL,6024.0,5388,1328,13,244.0,592,658.0,18,B,0.249,0.335,0.069,0.113,0.108,23.7,14.6,67.2,34.1,52.1,56.2,D-,F,B,D,C,C+,58.5,Common,False,False,0,0,0,bbref_war,False,False
butlear01,butlear01,Art Butler,SS,2B,Deadball (1901-1919),1914,1915,1911,1916,STL,STL,1445.0,1289,311,3,54.0,146,102.0,6,R,0.241,0.323,0.061,0.071,0.101,20.4,20.6,58.1,68.0,42.4,36.9,D-,D-,C+,B,C-,D+,58.5,Common,False,False,0,0,0,bbref_war,False,False
kingle02,kingle02,Lee King,RF,"CF,LF",Deadball (1901-1919),1919,1920,1916,1922,PHI,PHI,1277.0,1189,294,15,16.0,82,175.0,9,R,0.247,0.299,0.119,0.137,0.064,25.7,55.6,29.8,14.4,22.4,34.1,D,C+,D,F,D-,D,58.5,Common,False,False,0,0,0,bbref_war,False,False
kruegot01,kruegot01,Otto Krueger,3B,"LF,SS",Deadball (1901-1919),1902,1901,1899,1905,STL,STL,1895.0,1704,427,5,48.0,160,147.0,7,R,0.251,0.326,0.071,0.078,0.084,27.2,21.6,45.0,62.3,40.1,38.4,D,D-,C,B-,C-,D+,58.5,Common,False,False,0,0,0,bbref_war,False,False
milleel01,milleel01,Elmer Miller,CF,"LF,RF",Deadball (1901-1919),1917,1921,1912,1922,NYY,NYY,1545.0,1414,343,16,29.0,113,140.0,8,R,0.243,0.307,0.093,0.091,0.073,21.0,39.1,36.0,51.8,31.5,38.3,D-,D+,D+,C,D,D+,58.5,Common,False,False,0,0,0,bbref_war,False,False
warnejo01,warnejo01,Jack Warner,C,,Deadball (1901-1919),1904,1897,1895,1908,SFG,SFG,3769.0,3497,870,6,83.0,181,248.0,18,L,0.256,0.312,0.054,0.061,0.05,31.6,11.6,15.6,75.3,35.3,75.0,D,F,F,B+,D+,B+,58.5,Common,False,False,0,0,0,bbref_war,False,False
bowerfr01,bowerfr01,Frank Bowerman,C,1B,Deadball (1901-1919),1904,1904,1895,1909,SFG,SFG,3588.0,3410,853,13,81.0,130,242.0,16,R,0.255,0.295,0.069,0.059,0.039,30.6,20.0,5.2,77.2,37.7,62.4,D,D-,F,B+,D+,B-,58.4,Common,False,False,0,0,0,bbref_war,False,False
campota01,,Tatica Campos,1B,"3B,RF",Deadball (1901-1919),1919,1921,1915,1922,NLB,NLB,721.0,646,139,2,20.0,75,0.0,8,R,0.216,0.298,0.028,0.0,0.104,8.6,18.6,57.2,93.7,31.5,53.7,F,F,C+,A,D,C,58.3,Common,False,False,0,0,0,lahman_proxy,False,False
mcmulfr01,mcmulfr01,Fred McMullin,3B,,Deadball (1901-1919),1918,1918,1914,1920,CHW,CHW,1020.0,914,234,1,30.0,91,105.0,6,R,0.256,0.333,0.046,0.103,0.089,33.5,18.2,48.4,41.9,36.8,43.7,D,F,C,C-,D+,C-,58.3,Common,False,False,0,0,0,bbref_war,False,False
risbesw01,risbesw01,Swede Risberg,SS,,Deadball (1901-1919),1918,1920,1917,1920,CHW,CHW,1779.0,1619,394,6,52.0,148,180.0,4,R,0.243,0.311,0.089,0.101,0.083,21.0,33.9,44.0,43.3,40.9,37.2,D-,D,C-,C-,C-,D+,58.3,Common,False,False,0,0,0,bbref_war,False,False
delahfr01,delahfr01,Frank Delahanty,LF,RF,Deadball (1901-1919),1908,1906,1905,1915,NYY,NYY,1059.0,986,223,5,50.0,66,78.0,7,R,0.226,0.28,0.082,0.074,0.062,10.6,35.4,29.4,65.5,52.7,41.9,F,D+,D,B,C,C-,58.2,Common,False,False,0,0,0,bbref_war,False,False
gatewer01,gatewer01,Ernest Gatewood,C,1B,Deadball (1901-1919),1924,1927,1915,1927,NLB,NLB,706.0,650,131,0,11.0,55,2.0,15,,0.218,0.279,0.032,0.004,0.076,14.4,27.1,41.0,86.5,25.0,45.9,F,D,C-,A,D,C,58.2,Common,False,False,0,0,0,bbref_war,False,False
sheehto01,sheehto01,Tommy Sheehan,3B,,Deadball (1901-1919),1906,1907,1900,1908,PIT,PIT,1112.0,1011,238,1,32.0,94,49.0,4,R,0.235,0.305,0.045,0.044,0.085,17.4,16.1,45.1,89.4,36.2,47.8,F,F,C,A,D+,C,58.2,Common,False,False,0,0,0,bbref_war,False,False
abbated01,abbated01,Ed Abbaticchio,2B,SS,Deadball (1901-1919),1907,1908,1897,1910,PIT,PIT,3366.0,3044,772,11,142.0,289,283.0,10,R,0.254,0.326,0.073,0.082,0.086,29.4,18.3,46.7,59.0,51.7,23.2,D,F,C,C+,C,D-,58.1,Common,False,False,0,0,0,bbref_war,False,False
batchem01,batchem01,Emil Batch,3B,LF,Deadball (1901-1919),1906,1906,1904,1907,LAD,LAD,1321.0,1253,315,7,37.0,65,120.0,4,R,0.251,0.29,0.082,0.091,0.049,28.9,33.7,18.1,51.6,40.0,34.0,D,D,F,C,C-,D,58.1,Common,False,False,0,0,0,bbref_war,False,False
dolanco01,dolanco01,Cozy Dolan,RF,CF,Deadball (1901-1919),1903,1904,1895,1906,ATL,ATL,3422.0,3174,855,10,114.0,227,302.0,12,L,0.27,0.323,0.065,0.089,0.067,45.0,13.3,28.5,53.3,44.4,29.4,C,F,D,C,C-,D,58.1,Common,False,False,0,0,0,bbref_war,False,False
egandi01,egandi01,Dick Egan,2B,SS,Deadball (1901-1919),1912,1909,1908,1916,CIN,CIN,3377.0,3080,767,4,167.0,291,237.0,10,R,0.251,0.315,0.051,0.074,0.085,26.2,6.0,45.5,65.2,55.0,53.2,D,F,C,B,C+,C,58.1,Common,False,False,0,0,0,bbref_war,False,False
killebi01,killebi01,Bill Killefer,C,,Deadball (1901-1919),1917,1917,1909,1921,PHI,PHI,3298.0,3150,751,4,39.0,113,159.0,13,R,0.253,0.293,0.044,0.036,0.041,28.9,5.5,7.0,95.7,26.1,84.9,D,F,F,A+,D,A-,58.1,Common,False,False,0,0,0,bbref_war,False,False
moellda01,moellda01,Danny Moeller,RF,LF,Deadball (1901-1919),1913,1912,1907,1916,WSH,WSH,2857.0,2538,618,15,171.0,302,442.0,8,B,0.243,0.328,0.084,0.155,0.106,19.2,27.0,64.5,1.0,67.0,45.8,F,D,B-,F,B,C,58.1,Common,False,False,0,0,0,bbref_war,False,False
shannre01,shannre01,Red Shannon,2B,SS,Deadball (1901-1919),1919,1918,1915,1926,OAK,OAK,1191.0,1070,277,0,21.0,109,178.0,9,B,0.259,0.334,0.077,0.149,0.092,35.3,30.2,50.3,4.4,30.3,42.7,D+,D,C,F,D,C-,58.1,Common,False,False,0,0,0,bbref_war,False,False
simmoha01,simmoha01,Hack Simmons,2B,"1B,LF",Deadball (1901-1919),1913,1910,1910,1915,DET,DET,1052.0,951,234,2,28.0,85,98.0,4,R,0.246,0.318,0.07,0.093,0.081,25.9,30.5,42.5,49.8,30.0,33.0,D,D,C-,C,D,D,58.1,Common,False,False,0,0,0,bbref_war,False,False
swaciha01,swaciha01,Harry Swacina,1B,,Deadball (1901-1919),1911,1907,1907,1915,PIT,PIT,1223.0,1189,304,1,29.0,32,54.0,4,R,0.256,0.276,0.06,0.044,0.026,32.6,22.9,1.6,89.3,33.8,40.6,D,D-,F,A,D,C-,58.1,Common,False,False,0,0,0,bbref_war,False,False
youngra01,youngra01,Ralph Young,2B,,Deadball (1901-1919),1917,1917,1913,1922,DET,DET,4153.0,3643,898,4,92.0,495,235.0,9,B,0.257,0.352,0.047,0.058,0.124,31.8,1.5,82.1,77.8,31.1,23.6,D,F,A-,B+,D,D-,58.1,Common,False,False,0,0,0,bbref_war,False,False
altizda01,altizda01,Dave Altizer,SS,"1B,CF,RF",Deadball (1901-1919),1908,1909,1906,1911,WSH,WSH,1907.0,1734,433,4,119.0,140,120.0,7,L,0.25,0.318,0.052,0.063,0.073,26.4,10.8,35.7,74.2,61.9,34.8,D,F,D+,B,B-,D,58.0,Common,False,False,0,0,0,bbref_war,False,False
delahjo01,delahjo01,Joe Delahanty,LF,"2B,CF",Deadball (1901-1919),1908,1908,1907,1909,STL,STL,1016.0,932,222,4,24.0,74,93.0,3,R,0.238,0.301,0.077,0.092,0.073,20.1,34.1,37.0,51.1,35.6,35.8,D-,D,D+,C,D+,D+,58.0,Common,False,False,0,0,0,bbref_war,False,False
ferriho01,ferriho01,Hobe Ferris,2B,3B,Deadball (1901-1919),1905,1908,1901,1909,BOS,BOS,4970.0,4797,1145,40,89.0,160,550.0,9,R,0.242,0.267,0.099,0.112,0.03,16.3,36.8,1.0,34.6,38.7,86.1,F,D+,F,D,D+,A,58.0,Common,False,False,0,0,0,bbref_war,False,False
gardnea01,gardnea01,Earle Gardner,2B,,Deadball (1901-1919),1910,1909,1908,1912,NYY,NYY,1006.0,948,249,1,38.0,50,71.0,5,R,0.263,0.305,0.041,0.071,0.05,38.3,16.8,20.9,68.0,36.0,36.3,D+,F,D-,B,D+,D+,58.0,Common,False,False,0,0,0,bbref_war,False,False
grantle01,grantle01,Leroy Grant,1B,,Deadball (1901-1919),1921,1922,1911,1924,NLB,NLB,1980.0,1831,474,11,42.0,124,14.0,16,R,0.233,0.29,0.067,0.013,0.057,16.0,29.4,25.8,93.4,28.3,37.0,F,D,D,A,D,D+,57.9,Common,False,False,0,0,0,bbref_war,False,False
zeidero01,zeidero01,Rollie Zeider,3B,"1B,2B,SS",Deadball (1901-1919),1913,1912,1910,1918,CHW,CHW,3566.0,3210,769,5,223.0,334,236.0,10,R,0.244,0.322,0.047,0.07,0.097,19.6,3.2,56.9,68.6,66.8,47.6,F,F,C+,B,B,C,57.9,Common,False,False,0,0,0,bbref_war,False,False
